"Nb","Individual","Code","Nicknames","Sex","EarMark","DOB","DOB Accuracy","FirstRecorded","DateAdult","PresentGp","BirthGp","Mother","Father","DepartureNatalGp","ImmigrationGp1","DateImmigration1","LastSeen1","ImmigrationGp2","DateImmigration2","LastSeen2","ImmigrationGp3","DateImmigration3","LastSeen3","ImmigrationGp4","DateImmigration4","LastSeen4","Reliable data","Comments"
"76","Okucane","Oku","Dot","M",,"01/01/2007","year","18/01/2011",,,"AK",,"Sanbonani","15/02/2013","BD","19/02/2013","08/09/2014",,,,,,,,,,,"Probably born in 2007"
"275","Oliver","Oli",,"M",,"01/01/2009","year","04/02/2014",,,"LT",,,"03/06/2014",,,"03/06/2014",,,,,,,,,,,
"385","Olona","Olo","Bumpy head male","M",,,,"03/04/2015",,,,,,,"KB","03/04/2015","25/05/2015",,,,,,,,,,,"Described initially as 'bumpy head male', seen with group across river on 29th June 15"
"826","Olyf","Olyf",,"F",,"01/11/2022","month","15/11/2022",,"BD","BD","Oulik",,,,,,,,,,,,,,,"Yes",
"733","Omelet","Ome",,"M",,"04/11/2021","day","04/11/2021",,"BD","BD","Oortjies",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"218","Onbeskof","Onb",,"M",,"19/10/2012","day","19/10/2012",,,"BD","Oulik","Pik","11/03/2016",,,"11/03/2016",,,,,,,,,,,"Presumed dead"
"69","Oom","Oom",,"M",,,,"24/12/2010",,,,,,,"BD","24/12/2010","19/11/2012","InBetweeners",,,,,,,,,,"Formed new group Inbetweeners with three BD females"
"432","Oortjies","Oort",,"F",,"20/11/2015","day","20/11/2015",,,"BD","Oulik",,,,,"20/09/2024",,,,,,,,,,"no","Found dead on the 25/09/2024"
"545","Oscar","Osc","Dumbledore","M",,,,"07/06/2018",,,,,,,"LT","07/06/2018","06/02/2019",,,,,,,,,,,"Previously named Dumbledore"
"915","Oti","Oti","NewMale0424;Newmale0424","M",,,,"11/04/2024",,,,,,,"KB","11/04/2024","01/04/2025",,,,,,,,,,"Yes",
"856","Otter","Ott","Ottline","M",,"01/12/2022","month","26/12/2022",,"BD","BD","Oerwoud",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"599","Ouagadougou","Oua","Shakespeare","M",,,,"03/06/2019",,,,,,,"NH","03/06/2019","30/11/2020",,,,,,,,,,"No","Was originally called Shakespeare in tablet - an ID error - he is not Shakespeare from LT"
"27","Oulik","Ouli",,"F","2",,,"09/11/2010",,,"BD",,,,,,"20/09/2024",,,,,,,,,,"No",
"648","Ouma","Ouma",,"F",,"18/11/2020","day","18/11/2020",,,"BD","Oortjies",,,,,"08/12/2021",,,,,,,,,,,"Born at 15:22 on Beach of BD on 18/11/2020. Birth witnessed and recorded by No."
"642","Oupa","Oup",,"M",,"01/11/2020","month","13/11/2020",,,"BD","Oulik",,"23/07/2024",,,"23/07/2024",,,,,,,,,,"No","A dead body was found at sleep 2 after Oup went missing, with a size similar to a 3-year old male. The fur were collected for genetics"
"729","Padkos","Padk",,"F",,"27/10/2021","day","27/10/2021",,,"BD","Potjie",,,,,"06/05/2022",,,,,,,,,,"NO",
"355","Pale","Pal",,"M","1","01/01/2012","year","30/12/2014",,,"CR",,,"01/12/2016","BD","07/12/2016","01/03/2022",,,,,,,,,,,"Born 2012, seen in CR twice in the 1-2 months after migration"
"669","Palmela","Palm",,"F",,"01/12/2020","month","17/12/2020","28/10/2024","NH","NH","Pretoria",,"Still present",,,,,,,,,,,,,,"born btw 15 and 17/12/2020"
"802","Pandora","Pand",,"F",,,,"28/06/2022",,"IF","IF",,,,,,,,,,,,,,,,"YES",
"44","Pannekoekie","Pann",,"F","10","01/01/2001","year","01/12/2010",,"PR","BD","Snortjie",,"19/01/2024","PR","19/01/2024","31/01/2024",,,,,,,,,,"Yes","Born in 2010, mistakenly assumed Princes was mother (hence P name), but genetics shows Snor is mother"
"638","Papp","Papp",,"F",,"04/11/2020","day","04/11/2020",,,"BD","Potjie",,,,,"20/09/2024",,,,,,,,,,"No","Born in the night from the 3rd to the 4th morning of November 2020 "
"419","Papsak","Pap",,,,"12/11/2015","day","12/11/2015",,,"BD","Pannekoekie",,,,,"29/12/2015",,,,,,,,,,,"Presumed dead, body not found"
"13","Paris","Pari",,"F","20",,,"08/11/2010",,,"NH",,,,,,"18/08/2015",,,,,,,,,,,"dead body found on 18/08/15"
"70","Pat Lansky","Pat",,"M",,,,"28/12/2010",,,,,,,"RC",,"25/11/2011",,,,,,,,,,"No",
"247","Pearl","Pear","Little Almond","F",,"01/01/2009","year","24/04/2013",,,"KB",,"Nile","15/12/2015","KBSplit",,"15/12/2015",,,,,,,,,,,"Prob born Dec 2009; renamed Pearl (2015); left with KB split, not seen again"
"903","Peper","Pepe",,"F",,"01/11/2023","month","06/11/2023",,"BD","BD","Puolka",,,,,,,,,,,,,,,"Yes",
"835","Persephone","Pers",,"F",,"01/11/2022","month","25/11/2022",,"IF","IF","Pandora",,,,,,,,,,,,,,,"Yes",
"395","Pianosa","Pia",,"M",,,,"26/09/2015",,,,,,,"CR","26/09/2015","15/07/2016",,,,,,,,,,,"Disappeared"
"238","Pieperig","Piep",,"F",,"01/01/2012","year","18/01/2013",,"BD","BD","Prinses","Rusk",,,,,,,,,,,,,,"Yes","Data missing on the birth - first recorded found as 1yo in logbook"
"700","Piesang","Pie",,"M",,"01/10/2021","month","18/10/2021",,"BD","BD","Pieperig",,"Still present",,,"Still present",,,,,,,,,,"Yes","probably born 16 or 17 of October 2021 "
"28","Pik","Pik",,"M",,,,"09/11/2010",,,,,,,"BD","09/11/2010","21/09/2012",,,,,,,,,,,"Unclear if immigration date is just first seen date"
"181","Pikito","Pik",,"M",,"01/01/2009","year","09/05/2012",,,"KB",,,"28/01/2014",,,"28/01/2014",,,,,,,,,,,"Probably born in 2009"
"861","Pikkewyn","Pikk",,"F",,"01/12/2022","month","10/12/2022",,"BD","BD","Pieperig",,,,,,,,,,,,,,,"Yes",
"55","Pink","Pink",,"F","20",,,"13/12/2010",,,"RC",,,,,,"25/11/2011",,,,,,,,,,"No",
"715","Pitcairn","Pit",,"M",,,,,,,,,,,"CR",,"01/03/2015",,,,,,,,,,"No","Disappeared, probably migrated, no data found in logbook to check dates"
"590","Pixsel","Pix",,"M",,"20/12/2018","day","20/12/2018","05/09/2023",,"BD","Pieperig",,"25/10/2023",,,"25/10/2023",,,,,,,,,,"No",
"356","Pizza","Piz",,"M",,"01/01/2013","year","30/12/2014",,,"CR",,,"11/04/2017",,,"11/04/2017",,,,,,,,,,,"Born 2013, Disappeared, probably migrated"
"693","PlainJane","PlainJane","Kap; Pla","M",,,,"14/06/2021",,,"CR",,,"28/02/2023","BD","01/03/2023","04/04/2024",,,,,,,,,,"No",
"306","Plesier","Ples",,"F",,"20/10/2014","day","20/10/2014",,,"BD","Prinses",,,,,"27/02/2016",,,,,,,,,,,"Presumed dead, body not found."
"133","Poeding","Poe",,"M",,"11/11/2011","day","11/11/2011",,,"BD","Prinses","Lekker","11/06/2016","CR","15/06/2016","20/07/2018",,,,,,,,,,,"Recordmany times in BD after dept date, unclear if errors (almost all by same observer), seen on last day CR followed 2018/07/20"
"781","Pofferthie","Poff",,"F",,"26/10/2018","day","26/10/2018",,,"BD","Potjie",,,,,"04/12/2019",,,,,,,,,,"NO",
"381","Pointy","Poi",,"M",,,,"12/01/2015",,,"CR",,,"26/04/2017",,,"26/04/2017",,,,,,,,,,,"Disappeared, probably migrated"
"688","PointyEars","PointyEars",,"M",,,,"01/06/2021",,,"CR",,,,,,"04/05/2023",,,,,,,,,,,"Prior to his addition as individual and first ticked in log book on 01/06/2021 PointyEars will be present in remarks/other individuals, but at this time may have been confused with WavyEars another 3 year old Juv."
"509","Pomelo","Pom",,"M",,"19/10/2017","day","19/10/2017",,"NH","BD","Potjie",,"14/12/2022","NH","20/02/2023","Still present",,,,,,,,,,,"He left BD but Jonas could still download data from him when he is behind Mpakana"
"2","Pompon",,,"M",,"01/01/2009","year","26/10/2010",,,"RC",,,"01/11/2011",,,"01/11/2011",,,,,,,,,,"No","Probably born in 2009"
"640","Poppie","Popp",,"F",,"12/11/2020","day","12/11/2020",,,"BD","Puolka",,,,,"31/01/2023",,,,,,,,,,,"Born either night of 11/11/2020 or early monring of 12/11/2020. Before disappearance observed with a stiff back and not keeping up with the group. "
"268","Potjie","Potj",,"F",,"23/11/2013","day","23/11/2013",,,"BD","Prinses","Okucane",,,,"21/04/2022",,,,,,,,,,,
"834","Prague","Prag",,"F",,"26/11/2022","day","26/11/2022",,"NH","NH","Pretoria",,,,,,,,,,,,,,,"Yes",
"266","Praia","Prai",,"F",,"19/11/2013","day","19/11/2013",,,"NH","Pretoria","Ertjies",,,,"31/10/2023",,,,,,,,,,,
"577","Pratella","Prat",,"F",,"17/11/2018","day","17/11/2018","26/10/2022",,"NH","Praia",,,,,"19/02/2024",,,,,,,,,,"No","Dissapeared and left an infant"
"154","Pretoria","Pret",,"F","3","01/01/2009","year","16/12/2011",,,"NH","Paris",,,,,"30/12/2023",,,,,,,,,,,
"786","Primavera","Prim",,"F",,"01/10/2021","month","28/10/2021",,"NH","NH","Praia",,,,,,,,,,,,,,,,
"888","Primpri","Pri","Pim","M",,"07/10/2023","day","07/10/2023",,,"NH","Pratella",,"06/03/2024",,,"04/03/2024",,,,,,,,,,"No","Disappeared after Prat "
"29","Prinses","Prin",,"F","1",,,"09/11/2010",,,"BD",,,,,,"18/05/2017",,,,,,,,,,,"Recorded twice after official last seen but likely a mistake"
"339","Propriano","Pro","Prague","M",,"19/11/2014","day","19/11/2014",,,"NH","Pretoria","Cancun","01/06/2019","BD","13/07/2019","16/04/2022","CR","03/05/2022","08/01/2024",,,,,,,,"was seen on the 2024/01/08 with the group called congo"
"833","Pruin","Prui",,"F",,"01/11/2022","month","22/11/2022",,,"BD","Puolka",,,,,"19/04/2024",,,,,,,,,,"NO",
"434","Pruszkow","Pru","Zeus; Collared Male; MaleCollar; Malecollar","M",,"23/11/2015","day","23/11/2015",,"KB","NH","Pretoria",,"30/11/2020","IF","09/12/2020","20/02/2024","KB","01/04/2024","Still present",,,,,,,"Yes","11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily).we started following ifamily and he was first recorded on the 2022/06/ 26. Very habituated may be one of the known male, still to confirm. Confirmed that he is Pru from NH. Data was collected as Zeus in IF and his name was used in Kb. The male in KB that was mistekenly called Pru is now called Que. Zeu was changed in the Access database and in CyberTracker from Jan 2024 onwards into Pru. Anything from 2022-06-01 to Jan 2024, recorded as Zeu in IF (i family) is Pru."
"160","Puerto","Pue",,"M",,"27/12/2011","day","27/12/2011",,,"NH","Paris",,"21/06/2016","5males","14/07/2016","14/07/2016",,,,,,,,,,,"seen 14/07/2016 in gp of 5 sub males"
"537","Puntag","Pun",,"M",,"02/03/2018","day","02/03/2018",,,,,,,"BD","02/03/2018","24/07/2018",,,,,,,,,,,"Recorded one time months after departure in BD, may be a mistake"
"448","Puolka","Puol",,"F",,"28/12/2015","day","28/12/2015",,,"BD","Prinses",,,,,"20/09/2024",,,,,,,,,,"No","Change of name from Polka to Puolka March 2018. Found dead on the 24/09/2024"
"734","Purper","Pur",,"M",,"05/11/2021","day","05/11/2021",,,"BD","Puolka",,,,,"16/02/2022",,,,,,,,,,"NO",
"564","Puy-merl","Puym",,"F",,"07/11/2018","day","07/11/2018",,,"NH","Pretoria",,,,,"29/07/2019",,,,,,,,,,,"Probably born on the first seen date"
"513","Pyeongchang","Pye",,"M",,"23/10/2017","day","23/10/2017",,,"NH","Pretoria",,"24/02/2020",,,"24/02/2020",,,,,,,,,,,"Most likely killed by dogs"
"78","Queen","Quee",,"F","1",,,"19/01/2011",,,"RC",,,,,,"19/01/2011",,,,,,,,,,"No","Probably born between 2005-2006"
"796","Quetzalapa","Que","Pru","M",,,,"28/06/2022",,,,,,,"KB","18/05/2022","27/02/2025",,,,,,,,,,"No","22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB. Genetics revealed that he is not Pruszkow, but an unknown individual, also somehow related to NH P-family. Was renamed into Que. Real Pruszkow turned out to be Zeus from IF. Names changed in Access database as well as Cybertracker from Jan 2024 onwards.  Anything from 2022-06-01 to Jan 2024, recorded as Pru in Kubu is Que."
"59","Quito","Qui","Santiago","M",,,,"15/12/2010",,,"NH",,"Rusk","19/11/2011","LT","19/11/2011","12/11/2015","AK","08/05/2012","28/10/2013","LT","25/02/2014","12/11/2015","LTsplit","04/02/2016",,,"Left AK between march and april 2013."
"471","Rabat","Raba",,"F",,"23/11/2016","day","23/11/2016",,"RB","NH","Roma",,"15/12/2023","RB","18/12/2023","02/02/2024",,,,,,,,,,"Yes",
"56","Radja","Rad",,"M",,,,"13/12/2010",,,"RC",,,"25/11/2011",,,"25/11/2011",,,,,,,,,,"No",
"752","Rafaela","Rafa",,"F",,"02/11/2021","day","02/11/2021",,"RB","NH","Rabat",,"20/12/2023","RB","02/02/2024","02/02/2024",,,,,,,,,,"Yes",
"236","Rakker","Rak",,"M",,"16/11/2012","day","16/11/2012",,,"BD","Rissiepit",,"08/05/2018",,,"08/05/2018",,,,,,,,,,,"Recorded once more in BD, but maybe an error"
"566","Rambouillet","Ram",,"M",,"09/11/2018","day","09/11/2018",,,"NH","Roma",,"20/04/2024",,,"20/04/2024",,,,,,,,,,"No","Probably born in between 08/11/18 and 09/11/18"
"421","Raspberry","Rasp",,"F",,"01/01/2011","year","13/11/2015",,,"CR",,,,"SplitCR","12/01/2017","10/04/2017",,,,,,,,,,,"Born 2011"
"443","Ratel","Rat",,"M",,"30/11/2015","day","30/11/2015",,"LT","BD","Rissiepit",,"29/04/2021","LT","21/05/2021","18/12/2021","LT","17/03/2022","Still present",,,,,,,"Yes","Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
"716","Red Hot","Red",,"M",,,,,,,,,,,"RC",,,,,,,,,,,,"No",
"333","Redelik","Rede",,"F","1","10/11/2014","day","10/11/2014",,,"BD","Rissiepit",,,,,"19/04/2023",,,,,,,,,,,
"587","Reenboog","Reen",,"F",,"12/12/2018","day","12/12/2018","26/10/2022","BD","BD","Redelik",,,,,,,,,,,,,,,"Yes",
"658","Reenval","Ree",,"M",,"24/11/2020","day","24/11/2020",,"BD","BD","Redelik",,"Still present",,,"Still present",,,,,,,,,,"Yes","Until the 27/07/2021 the sex was wrong"
"576","Regina","Regi",,"F",,"15/11/2018","day","15/11/2018","26/10/2022","RB","NH","Rennes",,"02/11/2023","RB","18/12/2023","02/02/2024",,,,,,,,,,"Yes",
"458","Reindeer","Rein",,"F",,"01/01/2014","year","01/11/2016",,,"CR","Raspberry",,"12/02/2017","SplitCR","12/02/2017","10/04/2017",,,,,,,,,,,"Born 2014"
"459","Renee","Rene",,"F",,"01/11/2016","day","01/11/2016",,,"LT","Roxanne",,"14/08/2018","LTsplit",,"21/08/2019",,,,,,,,,,,"Did she join LT split? "
"264","Rennes","Renn",,"F",,"15/11/2013","day","15/11/2013",,,"NH","Roma","Milano",,"Rfamily",,"23/02/2021",,,,,,,,,,,"Disappeared with Reva, Roslin and Lima"
"624","Reno","Ren",,"M",,"12/11/2019","day","12/11/2019","28/09/2024","NH","NH","Rennes",,"20/12/2024",,,"20/12/2024",,,,,,,,,,"No",
"737","Renoster","Reno",,"F",,"01/11/2021","month","15/11/2021",,,"BD","Redelik",,,,,"25/11/2022",,,,,,,,,,"NO","Probably born between 13-15 November 2021"
"139","Reva","Reva",,"F",,"21/11/2011","day","21/11/2011",,,"NH","Roma","Milano",,"Rfamily",,"23/02/2021",,,,,,,,,,,"Disappeared with Rennes, Roslin and Lima"
"529","Revdanda","Rev",,"M",,"16/11/2017","day","16/11/2017",,,"NH","Rennes",,"28/01/2019",,,"28/01/2019",,,,,,,,,,,"Body found eaten by poachers' dogs"
"435","Reykjavik","Rey",,"M","1","23/11/2015","day","23/11/2015",,,"NH","Reva","Govu","30/11/2020","IF","09/12/2020","22/05/2022",,,,,,,,,,,"Rey pops out in every encounter between AK and Ifamily and Noha and Ifamily. He is with Ifamily. And regularly seen during an encounter."
"223","Rheban","Rhe",,"M","1","27/10/2012","day","27/10/2012",,,"NH","Roma","Auckland","05/12/2017","BD","05/12/2017","27/09/2021",,,,,,,,,,,"Went back to NH a few times shortly after migration"
"420","Richard","Ric",,"M",,"12/11/2015","day","12/11/2015",,,"LT","Roxanne",,"27/09/2016",,,"27/09/2016",,,,,,,,,,,"Fate unknown"
"573","Ridder","Rid",,"M",,"14/11/2018","day","14/11/2018","05/09/2023",,"BD","Rissiepit",,"19/12/2023",,,"19/12/2023",,,,,,,,,,,
"674","Rimini","Rim",,"M",,"01/01/2021","month","11/01/2021",,"RB","NH","Rabat",,"20/12/2023","RB","02/02/2024","02/02/2024",,,,,,,,,,"Yes","Dispersed at some point before 4 feb 2025"
"738","Rimpel","Rimp",,"F",,"18/11/2021","day","18/11/2021",,,"BD","Rissiepit",,,,,"09/04/2024",,,,,,,,,,"Yes",
"155","Rio","Rio",,"M",,"01/01/2010","year","16/12/2011",,,"NH","Roma",,"30/11/2015",,,"30/11/2015",,,,,,,,,,,
"524","Rioja","Rioj",,"F",,"03/11/2017","day","03/11/2017",,"RB","NH","Roma",,"15/12/2023","RB","18/12/2023","02/02/2024",,,,,,,,,,"Yes",
"852","Rishikesh","Ris",,"M",,"14/12/2022","day","14/12/2022",,"NH","NH","Rioja",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"97","Rissiepit","Riss",,"F",,"01/01/2006","year","26/04/2011",,,"BD",,,,,,"29/03/2024",,,,,,,,,,"No","Born 2006. R-family left BD for about a week with Xin, when they returned Riss was no longer with them"
"751","Rivas","Riva",,"F",,"01/11/2021","month","08/11/2021",,"NH","NH","Rioja",,,,,,,,,,,,,,,"Yes",
"645","Riversdale","Riv",,"M",,"01/11/2020","month","16/11/2020",,,"NH","Reva",,"20/02/2021",,,"20/02/2021",,,,,,,,,,,"Born between 12 & 16.11.2020. Dead. Broken skull (bite) since 18/02, still moving/alive the 20/02, but disappeared the 21/02 and never seen again, Reva seen alone."
"659","Rivier","Rivi",,"F",,"24/11/2020","day","24/11/2020","28/10/2024","BD","BD","Rissiepit",,,,,,,,,,,,,,,"Yes",
"331","Riyadh","Riy",,"M",,"04/11/2014","day","04/11/2014",,,"NH","Roma",,"15/12/2015",,,"15/12/2015",,,,,,,,,,,"Last seen looking very unwell, crooked swollen neck, presumed dead"
"396","Robben","Robb",,"F",,,,"29/09/2015",,,"CR",,,,,,"22/01/2016",,,,,,,,,,,"Fate unknown"
"457","Robin","Rob",,"M",,"20/10/2016","day","20/10/2016",,,"LT","Rose-Mary",,"17/04/2021",,,"17/04/2021",,,,,,,,,,,
"556","Rochdale","Roc",,"M",,"01/10/2018","month","01/11/2018",,,"NH","Reva",,"02/11/2023",,,"02/11/2023",,,,,,,,,,"No","Probably born earlier than first seen date"
"494","Rocky","Rocky","Roc","M",,,,"09/10/2017",,,"LT","Rose-Mary",,"21/02/2018","LTsplit","21/02/2018","03/03/2018",,,,,,,,,,,"Appears in data as Roc but conflict with Rochdale from NH. Changed code now in life history for the sake of data analysis"
"651","Roeslare","Roes",,"F",,"19/11/2020","day","19/11/2020",,,"NH","Roma",,,,,"09/02/2021",,,,,,,,,,,"Seen with massive injury, back almost fully open. Was being walked to sleeping site by Roc-Ram-utrecht. Not found the next day. Most likely dead."
"14","Roma","Roma",,"F","60",,,"08/11/2010",,,"NH",,,,,,"17/02/2021",,,,,,,,,,,"UNK birth date 17-02-18 to 23-02-18 roma missing ; Found weak but alive with massive injuries on the 8th of feb 2021, seen once since then."
"854","Rooibos","Rooi",,"F",,"17/12/2022","day","17/12/2022",,"BD","BD","Rissiepit",,,,,,,,,,,,,,,"Yes",
"147","Rooikat","Roo",,"M",,"05/12/2011","day","05/12/2011",,,"BD","Rissiepit",,"27/04/2017","CR","10/05/2017","20/07/2018",,,,,,,,,,,"Recorded once more in BD after dept date, unclear if error, seen on last day CR followed 2018/07/20"
"276","Rose-Mary","Rose","Daria","F",,"01/01/2011","year","11/02/2014",,,"LT",,,"21/02/2018","LTsplit",,"03/03/2018",,,,,,,,,,,"Born 2011"
"436","Roslin","Rosl",,"F",,"23/11/2015","day","23/11/2015",,,"NH","Roma","Babelas",,"RFamily",,"23/02/2021",,,,,,,,,,,"female instead of male 30/10/17 - recorded as Ros until then. Disappeared with Rennes, Reva and Lima"
"848","Rosyn","Ros",,"M",,"01/12/2022","month","07/12/2022",,,"BD","Redelik",,,,,"20/06/2023",,,,,,,,,,"No",
"318","Roxanne","Roxa",,"F","2",,,"30/10/2014",,,"LT",,,"21/02/2018","LTsplit",,"03/03/2018",,,,,,,,,,,"Probably dominant female in split group"
"231","Ruby","Ruby",,"F",,"01/01/2010","year","08/11/2012",,,"LT","Roxanne",,"21/02/2018","LTSplit","21/02/2018","03/03/2018",,,,,,,,,,,"her last seen in LM which is the 03/03/2018"
"303","Rupert","Rup",,"M",,"18/10/2014","day","18/10/2014",,,"LT","Roxanne",,"21/02/2018","LTsplit",,"03/03/2018",,,,,,,,,,,
"103","Rusk","Rus",,"M",,,,"04/06/2011",,,,,,,"BD","06/06/2011","16/12/2013",,,,,,,,,,,"Recorded one more time in BD 11/03/2014, unclear if mistake or not"
"511","Rustig","Rust",,"F",,"21/10/2017","day","21/10/2017",,,"BD","Rissiepit",,,,,"28/05/2018",,,,,,,,,,,"Noted several months after in logbook, likely an error"
"795","Ryan","Rya",,"M",,,,"06/07/2022",,,,,,,"LT","06/06/2022","01/02/2023","BD","31/12/2024","24/02/2024",,,,,,,"No",
"329","Safari","Safa",,"F",,"03/11/2014","day","03/11/2014",,,"BD","Snortjie",,,,,"28/04/2017",,,,,,,,,,,
"366","Samoa","Samo",,"F",,,,"31/12/2014",,,"CR",,,,,,"18/07/2018",,,,,,,,,,,"Last seen few days before CR last followed"
"739","Sampion","Samp",,"F",,"01/11/2021","month","22/11/2021",,,"BD","Sari",,,,,"19/03/2022",,,,,,,,,,"NO","Probaby born between 20-22 November 2021"
"864","Sango","San",,"M",,,,"10/04/2023",,"IF",,,,,"IF","10/04/2023","04/08/2023","IF","24/10/2023","Still present",,,,,,,"Yes","He is so shy that we able to see him during the corn presentations"
"486","Sari","Sari",,"F",,"30/09/2017","day","30/09/2017",,"PR","BD","Snortjie",,"13/01/2024","PR","31/01/2024","31/01/2024",,,,,,,,,,"Yes",
"453","Schnauzli","Schn",,"F",,,,"11/02/2016",,,"CR",,,,,,"07/04/2018",,,,,,,,,,,"Fate unknown"
"193","Selenge","Sel",,"M",,,,"10/08/2012",,,,,,,"KB",,"03/04/2013",,,,,,,,,,,
"367","Seychelles","Sey",,"M",,"01/01/2014","year","31/12/2014",,,"CR","Samoa",,,"BD","21/05/2019","07/03/2024",,,,,,,,,,"No","Born 2014, he got injured during the darting and he was kept in the house for 6 weeks and was realised back to the field on the 13/11/2023"
"115","SF1",,,"F",,,,"29/09/2011",,,"RC",,,,,,"26/10/2011",,,,,,,,,,"No",
"717","SF2",,,"F",,,,,,,"RC",,,,,,,,,,,,,,,,"No",
"187","Shakespeare","Sha","Ouagadougou","M",,,,"08/06/2012",,,,,,,"LT","08/06/2012","23/02/2015",,,,,,,,,,"No","Unclear if 1st seen is same as immigrated. Oua was originally called Shakespeare in tablet - an ID error - he is not Shakespeare from LT"
"274","Shitface","Shi",,"M",,"01/01/2011","year","28/01/2014",,,"LT",,,"24/01/2017",,,"24/01/2017",,,,,,,,,,,"Born in 2011"
"632","Shongololo","Sho",,"M",,,,"13/10/2020",,"AK",,,,,"AK","13/10/2020","Still present",,,,,,,,,,"Yes",
"205","Siele","Siel",,"F",,"01/10/2012","day","01/10/2012",,,"BD","Snortjie","Pik",,,,"13/04/2022",,,,,,,,,,,
"567","Sigaret","Sig",,"M",,"09/11/2018","day","09/11/2018","05/09/2023",,"BD","Siele",,"06/01/2024",,,"06/01/2024",,,,,,,,,,,
"900","Silhoeet","Sil",,"M",,"02/11/2023","month","02/11/2023",,,"BD","Sirkus",,,,,"23/01/2024",,,,,,,,,,"No",
"673","Sion","Sio",,"M",,,,"06/01/2021",,,,,,,"NH","15/01/2021","22/12/2021",,,,,,,,,,,"Called ""lip injury guy"", ""tooth guy"", ""jacaranda guy"" before being named. Most likely comes from jakaranda gp. Has been around for a few weeks. Got chased by a noha male on the 14th, but found sleeping with 2 noha males on the 15th of january, thus 15th taken as immigration date. Fully in since mid-january.  Dominant since march-april,lost dominance near end of may"
"512","Sirkus","Sirk",,"F",,"21/10/2017","day","21/10/2017",,"BD","BD","Siele",,,,,,,,,,,,,,,"Yes",
"740","Sitrus","Sitr",,"F",,"18/11/2021","day","18/11/2021",,"BD","BD"," Sirkus",,,,,,,,,,,,,,,"Yes",
"557","Skemer","Skem",,"F",,"01/11/2018","day","01/11/2018","26/10/2022","PR","BD","Snortjie",,"20/01/2024","PR","31/01/2024","31/01/2024",,,,,,,,,,"Yes",
"778","Skhumbuzo","Skh",,"M",,,,"15/06/2021",,,,,,,"SO",,"19/06/2021",,,,,,,,,,,"the male is still present in Sonic, it followed Ak for a while then Baie Dankie and he got his name while he was following Ak and he went back to Sonic"
"57","Skin","Skin",,"F",,,,"13/12/2010",,,"RC",,,,,,"13/12/2010",,,,,,,,,,"No",
"30","Skollie","Sko",,"M",,,,"09/11/2010",,,,,,,"BD","09/11/2010","07/12/2010",,,,,,,,,,,"Unclear if immigration date is just first seen date"
"736","Slang","Sla",,"M",,"09/11/2021","day","09/11/2021",,,"BD","Siele",,,,,"27/04/2022",,,,,,,,,,"NO",
"63","SMA","SMA",,"M",,"01/01/2006","year","18/12/2010",,,"AK",,,,"BD",,"25/01/2012",,,,,,,,,,"No","Probably born in 2006, fate unknown"
"718","Small Eyes",,,"M","10",,,,,,,,,,"CR",,,,,,,,,,,,"No","Name conflict with SMA & Smachy"
"391","Smashy","Smas","Mous","F",,,,"16/06/2015",,,"CR",,,,,,"07/04/2018",,,,,,,,,,,"Name Conflict with SMA & Small Eyes, fate unknown"
"95","Snortjie","Snor",,"F",,,,"19/04/2011",,,"BD",,,,,,"07/11/2019",,,,,,,,,,,"Disappeared during big draughts. Probably dead. Collar or carcas never found."
"357","Solomon","Sol",,"M",,,,"30/12/2014",,,,,,,"CR","30/12/2014","28/01/2017",,,,,,,,,,,"Disappeared, probably migrated"
"558","Spampounkoeki","Spam",,"F",,"01/11/2018","day","01/11/2018",,,"BD","Pannekoekie",,,,,"03/12/2019",,,,,,,,,,,"Disappeared, probaby dead"
"660","Spanspek","Span",,"F",,"24/11/2020","day","24/11/2020",,,"BD","Pannekoekie",,,,,"18/05/2021",,,,,,,,,,,"Last seen on the 18/05/2021. Presumed dead. "
"742","Spek","Spe",,"M",,"13/11/2021","day","13/11/2021",,,"BD","Pannekoekie",,,,,"30/11/2022",,,,,,,,,,"NO",
"870","Splotch","Spl","PatchyEyerings","M",,,,"26/05/2023",,"LT",,,,,"LT","23/05/2023","Still present",,,,,,,,,,"Yes",
"120","Spook","Spo",,"M",,"01/10/2011","month","18/10/2011",,,"BD","Snortjie","Pik","16/06/2016","CR","23/06/2016","07/04/2018",,,,,,,,,,,"DOB unconfirmed"
"116","Spotted","Spo",,"M",,"01/01/2008","year","29/09/2011",,,"RC",,,"25/11/2011",,,"25/11/2011",,,,,,,,,,"No","Probably born in 2008"
"804","Stanley","Sta","NewMale07/22;NewMale072022","M",,,,"29/07/2022",,"LT",,,,,"LT","29/07/2022","15/12/2023",,,,,,,,,,"Yes",
